place_external_id,category_slug,is_primary
afisha-msk-original-519134,restaurant,true
afisha-msk-ostrov-pashi-1600914,coffee,true
afisha-msk-okhotka-493201,restaurant,true
afisha-msk-paveletskie-bani-519062,restaurant,false
afisha-msk-pa-paelia-315238,restaurant,true
afisha-msk-paros-163078,restaurant,true
afisha-msk-perezvon-518633,coffee,true
afisha-msk-pestiki-tychinki-495082,bar,true
afisha-msk-polden-494739,restaurant,true
afisha-msk-pole-518990,restaurant,true
afisha-msk-polyandriya-letters-1600977,coffee,true
afisha-msk-proshutteriya-moskva-518653,restaurant,true
afisha-msk-publika-494643,restaurant,true
afisha-msk-rikhter-459063,bar,true
afisha-msk-rovesnik-482952,bar,true
afisha-msk-rogozhskaia-trapeznaia-47692,restaurant,true
afisha-msk-rosizo-507750,coffee,true
afisha-msk-ryba-mechty-407543,restaurant,true
afisha-msk-rybatskaia-derevnia-18576,restaurant,true
afisha-msk-riumochnaia-no-9-489012,restaurant,true
afisha-msk-riumochnaia-v-ziuzino-45429,restaurant,true
afisha-msk-riumochnaia-ilicha-495083,bar,true
afisha-msk-riumochnaia-mechty-493706,bar,true
afisha-msk-savoi-23575,restaurant,true
afisha-msk-saliut-485288,coffee,false
afisha-msk-svinia-roza-421906,bar,false
afisha-msk-svoboda-455226,bar,true
afisha-msk-svoe-1601029,bar,true
afisha-msk-skvorets-493511,restaurant,false
afisha-msk-stariy-sychuan-495848,restaurant,true
afisha-msk-syrovarnya-moskva-siti-508321,restaurant,true
afisha-msk-syrovarnia-v-parke-gorkogo-493229,restaurant,true
afisha-msk-taygapar-519057,restaurant,true
afisha-msk-taynaya-komnata-496682,bar,false
afisha-msk-teburasika-493152,bar,true
afisha-msk-tenili-489534,restaurant,true
afisha-msk-tkemali-270340,restaurant,true
afisha-msk-trapeznaya-palomnika-518634,restaurant,true
afisha-msk-thali-i-karri-518756,restaurant,true
afisha-msk-temu-1601030,restaurant,true
afisha-msk-tyurki-diner-1600932,restaurant,true
afisha-msk-usachevskie-bani-519058,bar,false
afisha-msk-uhvat-1600824,restaurant,true
afisha-msk-fantazery-493813,quick_bite,false
afisha-msk-fontan-view-495698,restaurant,true
afisha-msk-khachapuri-i-vino-na-pokrovke-457783,restaurant,true
afisha-msk-khishchnik-steaks-burgers-348272,restaurant,true
afisha-msk-khishchnik-steaks-burgers-352825,restaurant,true
afisha-msk-tsiniki-481327,restaurant,true
afisha-msk-tsiniki-508370,restaurant,true
afisha-msk-tsirk-482894,bar,false
afisha-msk-chaynaya-na-krutitsah-1601416,restaurant,true
afisha-msk-chikho-481689,restaurant,true
afisha-msk-chuaniui-487928,restaurant,true
afisha-msk-shaliapin-17055,bar,true
afisha-msk-shanuar-497395,restaurant,true
afisha-msk-shest-you-shest-493295,bar,true
afisha-msk-shirokuiu-na-shirokuiu-270115,bar,true
afisha-msk-yuanyan-1601517,restaurant,true
afisha-msk-iuzhnaia-riumochnaia-488214,restaurant,true
restorating-msk-alpaca,cocktail_bar,true
restorating-msk-alpaca,restaurant,false
restorating-msk-amara-platinum,restaurant,true
restorating-msk-amara-platinum,bar,false
restorating-msk-city-space,cocktail_bar,true
restorating-msk-city-space,restaurant,false
restorating-msk-dictatura-estetica,cocktail_bar,true
restorating-msk-galky,restaurant,true
restorating-msk-galky,cocktail_bar,false
restorating-msk-grafa,bar,false
restorating-msk-grammy-s,bar,true
restorating-msk-koster-city,restaurant,true
restorating-msk-koster-city,cocktail_bar,false
restorating-msk-m2-organic-club-spiridonovka,restaurant,true
restorating-msk-m2-organic-club-spiridonovka,breakfast,false
restorating-msk-mentalitet,restaurant,true
restorating-msk-mentalitet,bar,false
restorating-msk-nebar-moscow,bar,true
restorating-msk-perfumist,cocktail_bar,true
restorating-msk-sobranie-19,cocktail_bar,true
restorating-msk-sobranie-19,bar,false
restorating-msk-zhuravli,cocktail_bar,true
restorating-msk-zhuravli,bar,false
restorating-msk-coctailnaya,cocktail_bar,true
restorating-msk-do-not-disturb,cocktail_bar,true
restorating-msk-do-not-disturb,bar,false
restorating-msk-esterum,cocktail_bar,true
restorating-msk-ginstitute,cocktail_bar,true
restorating-msk-ginstitute,bar,false
manual-msk-pokrovskie-bani-bagrationovskiy,culture,false
greatlist-msk-restaurant-rockets-concept-store,coffee,true
greatlist-msk-restaurant-rockets-concept-store,breakfast,false
greatlist-msk-restaurant-vysota-5642,breakfast,false
greatlist-msk-restaurant-maxs-beef-for-money,bar,false
greatlist-msk-restaurant-grace,breakfast,false
greatlist-msk-restaurant-silencio,cocktail_bar,false
greatlist-msk-restaurant-muse,bar,false
greatlist-msk-restaurant-leveldva,breakfast,false
greatlist-msk-restaurant-anchovys-club,bar,true
greatlist-msk-restaurant-masa-madre,bar,false
greatlist-msk-restaurant-masa-madre,breakfast,false
greatlist-msk-restaurant-wa-garden,bar,false
greatlist-msk-restaurant-grand-cru,bar,false
greatlist-msk-restaurant-chainaya-tea-cocktails,cocktail_bar,true
greatlist-msk-restaurant-mushrooms,breakfast,false
greatlist-msk-restaurant-mina-3,breakfast,false
greatlist-msk-restaurant-aaark,coffee,true
greatlist-msk-restaurant-saray,breakfast,false
greatlist-msk-restaurant-vadvare,breakfast,false
greatlist-msk-restaurant-mendeleev-bar,cocktail_bar,true
greatlist-msk-restaurant-km20,bar,false
greatlist-msk-restaurant-look-up-cafeshop,coffee,true
greatlist-msk-restaurant-look-up-cafeshop,breakfast,false
greatlist-msk-restaurant-korobok,cocktail_bar,false
greatlist-msk-restaurant-noor,cocktail_bar,true
greatlist-msk-restaurant-noor,breakfast,false
greatlist-msk-restaurant-the-bix,cocktail_bar,false
greatlist-msk-restaurant-veladora,cocktail_bar,false
greatlist-msk-restaurant-musya-i-vtoroe,breakfast,false
greatlist-msk-restaurant-regent,bar,false
greatlist-msk-restaurant-jun,bar,false
greatlist-msk-restaurant-ku-moscow-city,breakfast,false
afisha-msk-mitzva-bar-61187,cocktail_bar,true
afisha-msk-maestrello-353417,bar,false
afisha-msk-true-cost-nikuda-ne-edem-48805,bar,false
afisha-msk-twins-garden-386019,bar,false
afisha-msk-hong-kong-349230,bar,false
afisha-msk-moloko-35622,bar,false
afisha-msk-moloko-35622,breakfast,false
afisha-msk-dizengof-99-409047,breakfast,false
afisha-msk-bambule-421874,cocktail_bar,false
afisha-msk-gayanes-34654,bar,false
afisha-msk-katie-osheas-28973,breakfast,false
afisha-msk-steak-it-easy-350330,bar,false
afisha-msk-tap-barrel-pub-48411,bar,false
afisha-msk-tilda-food-bar-375104,cocktail_bar,false
afisha-msk-konor-mak-nessa-32750,bar,false
afisha-msk-jpan-442775,bar,false
afisha-msk-wine-crab-311202,bar,false
afisha-msk-megumi-30220,bar,false
afisha-msk-jacky-jacky-gastrobar-75320,cocktail_bar,false
afisha-msk-modus-24757,breakfast,false
afisha-msk-est-khinkali-pit-vino-174398,bar,false
afisha-msk-neon-monkey-421955,cocktail_bar,false
afisha-msk-ramen-483107,bar,false
afisha-msk-the-bix-bar-and-legend-442596,cocktail_bar,false
afisha-msk-strelka-29786,cocktail_bar,false
afisha-msk-starlite-diner-18619,bar,false
afisha-msk-petrov-i-vasechka-60337,cocktail_bar,false
afisha-msk-zhan-zhak-20387,bar,false
afisha-msk-buba-by-sumosan-47375,bar,false
afisha-msk-belfast-23230,bar,false
afisha-msk-ribambelle-green-46934,bar,false
afisha-msk-chemodan-33086,cocktail_bar,false
afisha-msk-steak-it-easy-346782,bar,false
afisha-msk-ruski-346597,bar,false
afisha-msk-6-am-bread-kitchen-518775,breakfast,true
afisha-msk-alaska-pool-club-1600647,bar,true
afisha-msk-angel-cakes-494778,coffee,false
afisha-msk-black-hat-442357,cocktail_bar,false
afisha-msk-brodo-493466,cocktail_bar,false
afisha-msk-bruxelles-495646,bar,false
afisha-msk-buffet-490885,cocktail_bar,false
afisha-msk-cafeteria-de-madre-1600740,breakfast,false
afisha-msk-chere-maman-1600843,bar,false
afisha-msk-dizengof-99-493790,breakfast,false
afisha-msk-dizengof-99-497029,breakfast,false
afisha-msk-dizengof-99-518933,breakfast,false
afisha-msk-dizengof-99-1600557,breakfast,false
afisha-msk-dizengof-99-1600901,breakfast,false
afisha-msk-eggsellent-493707,breakfast,true
afisha-msk-eggsellent-508203,breakfast,true
afisha-msk-escapist-518504,cocktail_bar,false
afisha-msk-ester-bistro-496686,cocktail_bar,true
afisha-msk-everest-siberia-1600266,bar,false
afisha-msk-finch-coffee-495238,coffee,false
afisha-msk-finch-coffee-495238,breakfast,true
afisha-msk-finch-1600528,coffee,false
afisha-msk-finch-1600528,breakfast,true
afisha-msk-finch-1601487,coffee,false
afisha-msk-finch-1601487,breakfast,true
afisha-msk-fitz-gin-bar-519093,cocktail_bar,true
afisha-msk-from-berlin-494870,breakfast,false
afisha-msk-grande-osteria-496447,bar,false
afisha-msk-hands-493138,breakfast,false
afisha-msk-happy-end-bar-kitchen-442156,cocktail_bar,false
afisha-msk-high-bar-483369,cocktail_bar,true
afisha-msk-holi-yoga-cafe-492758,breakfast,false
afisha-msk-holi-yoga-cafe-518488,breakfast,false
afisha-msk-jinju-bistro-1600110,breakfast,false
afisha-msk-jooie-1600280,breakfast,false
afisha-msk-kiosk-1936-495870,breakfast,false
afisha-msk-krombacher-beer-kitchen-482412,bar,false
afisha-msk-ku-ramen-izakaia-bar-470312,bar,true
afisha-msk-la-mortazza-1600542,breakfast,false
afisha-msk-limbo-1601211,coffee,false
afisha-msk-limbo-1601211,breakfast,false
afisha-msk-maddittoni-1601090,breakfast,false
afisha-msk-masters-margaritas-491765,cocktail_bar,false
afisha-msk-mates-bistro-1600733,coffee,false
afisha-msk-mates-bistro-1600733,breakfast,false
afisha-msk-mates-bistro-1600910,coffee,false
afisha-msk-mates-bistro-1600910,breakfast,false
afisha-msk-megobari-410581,bar,false
afisha-msk-meteorite-518946,breakfast,false
afisha-msk-midsummer-507508,bar,false
afisha-msk-misha-fisher-in-jaffa-494687,breakfast,false
afisha-msk-mission-490691,cocktail_bar,false
afisha-msk-mr-help-friends-1601366,cocktail_bar,false
afisha-msk-nouge-518932,cocktail_bar,false
afisha-msk-odonoghues-314838,bar,false
afisha-msk-amici-486615,bar,false
afisha-msk-parka-1600658,cocktail_bar,false
afisha-msk-perepel-495860,cocktail_bar,false
afisha-msk-pesnya-518686,bar,false
afisha-msk-raw-to-go-briket-market-490730,breakfast,false
afisha-msk-rebellion-the-home-of-machines-1601486,breakfast,false
afisha-msk-rebellion-clubhouse-the-palace-of-youth-1601485,breakfast,false
afisha-msk-riesling-boyz-493644,bar,false
afisha-msk-rizz-1600077,cocktail_bar,false
afisha-msk-sabor-de-la-vida-48398,bar,false
afisha-msk-sattva-495121,breakfast,false
afisha-msk-scrocchiarella-409747,breakfast,false
afisha-msk-segreto-495014,cocktail_bar,true
afisha-msk-septa-494278,cocktail_bar,false
afisha-msk-simach-v-nedalnem-493261,bar,false
afisha-msk-smash-point-1600890,breakfast,false
afisha-msk-soul-in-the-bowl-455638,breakfast,false
afisha-msk-substance-1600657,breakfast,false
afisha-msk-supernova-486267,breakfast,false
afisha-msk-lobby-lounge-bar-36672,cocktail_bar,false
afisha-msk-the-nest-492103,cocktail_bar,false
afisha-msk-the-rink-492995,breakfast,false
afisha-msk-to-mi-1600105,cocktail_bar,false
afisha-msk-trolly-kids-1600282,breakfast,false
afisha-msk-vani-407486,bar,false
afisha-msk-yumbaker-454951,breakfast,false
afisha-msk-zoe-518529,breakfast,false
afisha-msk-avtomoyka-veladora-1600140,cocktail_bar,false
afisha-msk-anna-varenina-1600976,breakfast,false
afisha-msk-apartamenty-1600803,cocktail_bar,false
afisha-msk-barka-489014,cocktail_bar,false
afisha-msk-bitok-1600094,cocktail_bar,false
afisha-msk-bogema-1600745,cocktail_bar,false
afisha-msk-vadvare-494634,breakfast,false
afisha-msk-varshavskii-48343,cocktail_bar,false
afisha-msk-vinaga-495192,cocktail_bar,false
afisha-msk-gorbufet-shashlychnaya-518996,breakfast,false
afisha-msk-gruzinskoe-podvore-518635,breakfast,false
afisha-msk-dacha-gasheka-496170,cocktail_bar,false
afisha-msk-dvoyka-1600191,cocktail_bar,false
afisha-msk-dvoinaia-zhizn-veroniki-495283,cocktail_bar,false
afisha-msk-debyut-1600903,cocktail_bar,false
afisha-msk-enot-i-kryzhovnik-1600281,breakfast,false
afisha-msk-izraztsy-518632,breakfast,false
afisha-msk-inta-508246,cocktail_bar,false
afisha-msk-intelligentsiia-494302,bar,false
afisha-msk-ispanskii-styd-488491,cocktail_bar,false
afisha-msk-kabinet-314-486834,cocktail_bar,false
afisha-msk-klava-456622,cocktail_bar,false
afisha-msk-klub-495084,cocktail_bar,false
afisha-msk-knorozov-bar-494322,cocktail_bar,true
afisha-msk-krivokolenniy-9s3-507622,cocktail_bar,false
afisha-msk-lado-488576,cocktail_bar,false
afisha-msk-legendar-1600754,cocktail_bar,true
afisha-msk-legendar-1600754,coffee,false
afisha-msk-lima-486253,cocktail_bar,false
afisha-msk-moskovskii-bar-290589,cocktail_bar,false
afisha-msk-mokh-volna-455640,breakfast,false
afisha-msk-nauka-i-zhizn-494731,cocktail_bar,false
afisha-msk-niu-iork-steik-khaus-270196,breakfast,false
afisha-msk-paveletskie-bani-519062,breakfast,false
afisha-msk-paros-163078,breakfast,false
afisha-msk-pestiki-tychinki-495082,cocktail_bar,false
afisha-msk-polden-494739,breakfast,false
afisha-msk-rikhter-459063,cocktail_bar,false
afisha-msk-rosizo-507750,breakfast,false
afisha-msk-riumochnaia-no-9-489012,bar,false
afisha-msk-riumochnaia-ilicha-495083,cocktail_bar,false
afisha-msk-riumochnaia-mechty-493706,cocktail_bar,false
afisha-msk-saliut-485288,breakfast,true
afisha-msk-svoboda-455226,cocktail_bar,false
afisha-msk-svoe-1601029,cocktail_bar,false
afisha-msk-skvorets-493511,breakfast,true
afisha-msk-usachevskie-bani-519058,cocktail_bar,false
afisha-msk-fantazery-493813,breakfast,true
afisha-msk-khachapuri-i-vino-na-pokrovke-457783,bar,false
afisha-msk-tsiniki-481327,breakfast,false
afisha-msk-tsirk-482894,breakfast,true
afisha-msk-shest-you-shest-493295,cocktail_bar,false
restorating-msk-alpaca,bar,false
restorating-msk-city-space,bar,false
restorating-msk-dictatura-estetica,bar,false
restorating-msk-grammy-s,cocktail_bar,false
restorating-msk-m2-organic-club-spiridonovka,bar,false
restorating-msk-nebar-moscow,cocktail_bar,false
restorating-msk-perfumist,bar,false
restorating-msk-coctailnaya,bar,false
restorating-msk-esterum,bar,false
greatlist-msk-restaurant-maxs-beef-for-money,wine_bar,false
greatlist-msk-restaurant-loona,breakfast,false
greatlist-msk-restaurant-anchovys-club,pub,false
greatlist-msk-restaurant-kofemaniya-chefs,coffee,true
greatlist-msk-restaurant-masa-madre,wine_bar,false
greatlist-msk-restaurant-boston-seafood,cocktail_bar,false
greatlist-msk-restaurant-boston-seafood,bar,true
greatlist-msk-restaurant-grand-cru,wine_bar,true
greatlist-msk-restaurant-insider-bar,cocktail_bar,false
greatlist-msk-restaurant-magnum-wine-bar,wine_bar,true
greatlist-msk-restaurant-magnum-wine-bar,cocktail_bar,false
greatlist-msk-restaurant-km20,wine_bar,true
greatlist-msk-restaurant-salone-pasta-bar-msk,cocktail_bar,false
greatlist-msk-restaurant-salone-pasta-bar-msk,bar,true
greatlist-msk-restaurant-big-wine-freaks-2,wine_bar,true
greatlist-msk-restaurant-za-kryshej,wine_bar,false
greatlist-msk-restaurant-za-kryshej,bar,false
greatlist-msk-restaurant-ajna,breakfast,false
greatlist-msk-restaurant-musya-i-vtoroe,wine_bar,false
greatlist-msk-restaurant-musya-i-vtoroe,bar,false
greatlist-msk-restaurant-regent,wine_bar,false
greatlist-msk-restaurant-lucky-izakaya-bar,cocktail_bar,false
greatlist-msk-restaurant-lucky-izakaya-bar,bar,true
afisha-msk-vinnyi-bazar-na-komsomolskom-47066,wine_bar,true
afisha-msk-lumberjack-bar-40916,cocktail_bar,false
afisha-msk-touche-173760,wine_bar,true
afisha-msk-black-swan-pub-442960,pub,true
afisha-msk-maestrello-353417,wine_bar,true
afisha-msk-twins-garden-386019,wine_bar,false
afisha-msk-katie-osheas-28973,pub,false
afisha-msk-sean-oneill-312225,pub,true
afisha-msk-steak-it-easy-350330,wine_bar,false
afisha-msk-tap-barrel-pub-48411,pub,true
afisha-msk-the-tipsy-pub-139409,pub,true
afisha-msk-vinnyi-bazar-na-nikitskom-259757,wine_bar,true
afisha-msk-konor-mak-nessa-32750,pub,true
afisha-msk-wine-crab-311202,wine_bar,false
afisha-msk-vse-tvoi-druzia-47491,pub,true
afisha-msk-rule-taproom-76419,pub,true
afisha-msk-13deg-175835,wine_bar,true
afisha-msk-jacky-jacky-gastrobar-75320,wine_bar,false
afisha-msk-est-khinkali-pit-vino-174398,wine_bar,false
afisha-msk-sosna-i-lipa-60505,pub,true
afisha-msk-sally-obriens-16675,pub,true
afisha-msk-khishchnik-steaks-burgers-314442,pub,false
afisha-msk-khishchnik-steaks-burgers-314442,bar,false
afisha-msk-voronezh-zakusochnaia-i-miasnaia-lavka-140281,pub,false
afisha-msk-zhan-zhak-20387,wine_bar,true
afisha-msk-bamboobar-29554,cocktail_bar,false
afisha-msk-bamboobar-29554,bar,true
afisha-msk-belfast-23230,pub,true
afisha-msk-el-gaucho-20207,pub,false
afisha-msk-el-gaucho-20207,bar,false
afisha-msk-ess-thetik-39700,pub,false
afisha-msk-ess-thetik-39700,bar,false
afisha-msk-chemodan-33086,bar,false
afisha-msk-craft-republic-48886,pub,true
afisha-msk-steak-it-easy-346782,wine_bar,false
afisha-msk-lions-head-pub-197317,pub,true
afisha-msk-cherchill-22258,pub,true
afisha-msk-el-gauchito-32503,pub,false
afisha-msk-el-gauchito-32503,bar,false
afisha-msk-blush-wine-bar-442604,wine_bar,true
afisha-msk-39-pizzeria-mozzarella-494803,cocktail_bar,false
afisha-msk-39-pizzeria-mozzarella-494803,bar,true
afisha-msk-abbey-players-487846,pub,true
afisha-msk-bambini-bar-507755,cocktail_bar,false
afisha-msk-bambini-bar-507755,bar,true
afisha-msk-bigati-bar-456534,wine_bar,true
afisha-msk-bigati-bar-456534,cocktail_bar,false
afisha-msk-brodo-493466,wine_bar,true
afisha-msk-bruxelles-495646,pub,true
afisha-msk-chere-maman-1600843,pub,true
afisha-msk-connolly-station-346443,pub,true
afisha-msk-grande-osteria-496447,wine_bar,false
afisha-msk-iggy-pub-410435,pub,true
afisha-msk-krombacher-beer-kitchen-482412,pub,true
afisha-msk-ku-ramen-izakaia-bar-470312,cocktail_bar,false
afisha-msk-levantine-fire-cuisine-bar-487175,cocktail_bar,false
afisha-msk-megobari-410581,wine_bar,true
afisha-msk-michael-collins-pub-456273,pub,true
afisha-msk-midsummer-507508,pub,false
afisha-msk-midsummer-507508,wine_bar,false
afisha-msk-nouge-518932,wine_bar,false
afisha-msk-odonoghues-314838,pub,true
afisha-msk-amici-486615,wine_bar,false
afisha-msk-piri-piri-bar-495656,wine_bar,true
afisha-msk-restaurant-by-deep-fried-friends-495107,wine_bar,false
afisha-msk-riesling-boyz-493644,wine_bar,true
afisha-msk-sabor-de-la-vida-48398,wine_bar,false
afisha-msk-septa-494278,wine_bar,true
afisha-msk-stim-coffee-493725,breakfast,true
afisha-msk-the-dubliner-pub-457941,pub,true
afisha-msk-the-left-bank-351845,pub,true
afisha-msk-vani-407486,wine_bar,false
afisha-msk-vinnyi-bazar-na-petrovskom-349618,wine_bar,true
afisha-msk-vinovnye-1601592,wine_bar,true
afisha-msk-david-tlv-food-bar-497279,cocktail_bar,false
afisha-msk-dacha-gasheka-496170,pub,true
afisha-msk-intelligentsiia-494302,wine_bar,false
afisha-msk-svinia-roza-421906,wine_bar,true
afisha-msk-taynaya-komnata-496682,pub,true
afisha-msk-khachapuri-i-vino-na-pokrovke-457783,wine_bar,false
afisha-msk-khishchnik-steaks-burgers-348272,pub,false
afisha-msk-khishchnik-steaks-burgers-348272,bar,false
afisha-msk-khishchnik-steaks-burgers-352825,pub,false
afisha-msk-khishchnik-steaks-burgers-352825,bar,false
afisha-msk-tsirk-482894,wine_bar,false
restorating-msk-grafa,wine_bar,true
restorating-msk-koster-city,bar,false
afisha-msk-km20-385754,bar,false
afisha-msk-mandys-apothecary-irish-pub-218824,pub,false
afisha-msk-mandys-494232,pub,false
afisha-msk-mandys-494232,bar,false
afisha-msk-urban-winery-1600192,wine_bar,true
afisha-msk-urban-winery-1600192,bar,false
afisha-msk-goodman-43873,quick_bite,true
afisha-msk-frankie-pizza-493838,quick_bite,true
afisha-msk-pizza-si-484920,quick_bite,true
editorial-msk-ges-2,culture,true
editorial-msk-novaya-tretyakovka,culture,true
editorial-msk-tretyakovskaya-galereya-v-lavrushinskom,culture,true
editorial-msk-gmii-imeni-pushkina,culture,true
editorial-msk-muzej-moskvy,culture,true
editorial-msk-multimedia-art-muzej,culture,true
editorial-msk-muzej-sovremennogo-iskusstva-garazh,culture,true
editorial-msk-vinzavod,culture,true
editorial-msk-evrejskij-muzej-i-centr-tolerantnosti,culture,true
editorial-msk-muzej-russkogo-impressionizma,culture,true
editorial-msk-muzej-kosmonavtiki,culture,true
editorial-msk-muzej-arhitektury-imeni-schuseva,culture,true
editorial-msk-muzej-vostoka,culture,true
editorial-msk-darvinovskij-muzej,culture,true
editorial-msk-moskovskij-planetarij,culture,true
editorial-msk-centr-zotov,culture,true
editorial-msk-centr-voznesenskogo,culture,true
editorial-msk-muzej-mihaila-bulgakova,culture,true
editorial-msk-dom-gogolya,culture,true
editorial-msk-mmoma-na-petrovke,culture,true
editorial-msk-muzej-kriptografii,culture,true
editorial-msk-cti-fabrika,culture,true
editorial-msk-muzej-az,culture,true
editorial-msk-vserossijskij-muzej-dekorativnogo-iskusstva,culture,true
editorial-msk-muzej-transporta-moskvy,culture,true
editorial-msk-muzej-sovetskih-igrovyh-avtomatov,culture,true
editorial-msk-bunker-42,culture,true
editorial-msk-eksperimentanium,culture,true
editorial-msk-centr-mars,culture,true
editorial-msk-artplay,culture,true
editorial-msk-galereya-triumf,culture,true
editorial-msk-galereya-ruarts,culture,true
editorial-msk-muzej-masterskaya-zuraba-cereteli,culture,true
editorial-msk-muzej-lva-tolstogo-na-prechistenke,culture,true
editorial-msk-dom-muzej-mariny-cvetaevoj,culture,true
editorial-msk-memorialnyj-muzej-skryabina,culture,true
editorial-msk-muzej-serebryanogo-veka,culture,true
editorial-msk-muzej-istorii-gulaga,culture,true
editorial-msk-muzej-kino-na-vdnh,culture,true
editorial-msk-muzej-pobedy,culture,true
editorial-msk-dvorec-alekseya-mihajlovicha-v-kolomenskom,culture,true
editorial-msk-bolshoj-dvorec-v-caricyne,culture,true
editorial-msk-usadba-kuskovo,culture,true
editorial-msk-muzej-ar-deko,culture,true
editorial-msk-muzej-moskvy-proviantskie-sklady,culture,true
editorial-msk-park-gorkogo-glavnyj-vhod,park,true
editorial-msk-muzeon-vhod-u-novoj-tretyakovki,park,true
editorial-msk-zaryade-vhod-so-storony-varvarki,park,true
editorial-msk-sad-imeni-baumana-glavnyj-vhod,park,true
editorial-msk-sad-ermitazh-glavnyj-vhod,park,true
editorial-msk-aptekarskij-ogorod,park,true
editorial-msk-sokolniki-glavnyj-vhod,park,true
editorial-msk-vdnh-glavnaya-arka,park,true
editorial-msk-neskuchnyj-sad-vhod-u-andreevskogo-mosta,park,true
editorial-msk-patriarshie-prudy-tochka-u-pruda,park,true
editorial-msk-chistye-prudy-pamyatnik-griboedovu,park,true
editorial-msk-novodevichi-prudy,park,true
editorial-msk-park-pobedy-glavnyj-monument,park,true
editorial-msk-park-krasnaya-presnya-glavnyj-vhod,park,true
editorial-msk-park-hodynskoe-pole-centralnyj-promenad,park,true
editorial-msk-ekaterininskij-park-glavnyj-vhod,park,true
editorial-msk-taganskij-park-glavnyj-vhod,park,true
editorial-msk-izmajlovskij-park-vhod-u-partizanskoj,park,true
editorial-msk-kolomenskoe-dvorcovaya-ploschad,park,true
editorial-msk-caricyno-dvorcovaya-ploschad,park,true
editorial-msk-kuskovo-glavnyj-vhod,park,true
editorial-msk-park-fili-vhod-u-glavnoj-allei,park,true
editorial-msk-park-severnogo-rechnogo-vokzala,park,true
editorial-msk-yaponskij-sad-glavnogo-botanicheskogo-sada,park,true
editorial-msk-sirenevyj-sad,park,true
editorial-msk-sad-akvarium,park,true
editorial-msk-skver-devichego-polya,park,true
editorial-msk-miusskij-skver,park,true
editorial-msk-goncharovskij-park-glavnyj-vhod,park,true
editorial-msk-perovskij-park-glavnyj-vhod,park,true
editorial-msk-dom-narkomfina,landmark,true
editorial-msk-dom-melnikova,landmark,true
editorial-msk-shuhovskaya-bashnya,landmark,true
editorial-msk-vysotka-na-kotelnicheskoj-naberezhnoj,landmark,true
editorial-msk-dom-pashkova,landmark,true
editorial-msk-osobnyak-arseniya-morozova,landmark,true
editorial-msk-osobnyak-ryabushinskogo,landmark,true
editorial-msk-dohodnyj-dom-percovoj,landmark,true
editorial-msk-savvinskoe-podvore,landmark,true
editorial-msk-krutickoe-podvore,landmark,true
editorial-msk-palaty-averkiya-kirillova,landmark,true
editorial-msk-marfo-mariinskaya-obitel,landmark,true
editorial-msk-novodevichij-monastyr,landmark,true
editorial-msk-donskoj-monastyr,landmark,true
editorial-msk-petrovskij-putevoj-dvorec,landmark,true
editorial-msk-gostinica-metropol,landmark,true
editorial-msk-gum-glavnyj-fasad,landmark,true
editorial-msk-chajnyj-dom-perlova,landmark,true
editorial-msk-dom-yajco,landmark,true
editorial-msk-dom-igumnova,landmark,true
editorial-msk-dom-so-zveryami,landmark,true
editorial-msk-menshikova-bashnya,landmark,true
editorial-msk-hram-klimenta-papy-rimskogo,landmark,true
editorial-msk-anglikanskaya-cerkov-svyatogo-andreya,landmark,true
editorial-msk-dom-na-naberezhnoj,landmark,true
editorial-msk-krasnyj-oktyabr,landmark,true
editorial-msk-severnyj-rechnoj-vokzal,landmark,true
editorial-msk-glavnyj-pavilon-vdnh,landmark,true
editorial-msk-ostankinskaya-telebashnya,landmark,true
editorial-msk-pavilon-rabochij-i-kolhoznica,landmark,true
editorial-msk-bahmetevskij-garazh,landmark,true
editorial-msk-dom-kultury-zil,landmark,true
editorial-msk-zdanie-elektrozavoda,landmark,true
editorial-msk-rostokinskij-akveduk,landmark,true
editorial-msk-pechatnyj-dvor,landmark,true
editorial-msk-smotrovaya-ploschadka-ran,viewpoint,true
editorial-msk-vorobevy-gory-smotrovaya-ploschadka,viewpoint,true
editorial-msk-zaryade-paryaschij-most,viewpoint,true
editorial-msk-patriarshij-most,viewpoint,true
editorial-msk-bolshoj-moskvoreckij-most,viewpoint,true
editorial-msk-panorama360,viewpoint,true
editorial-msk-vyshe-tolko-lyubov,viewpoint,true
editorial-msk-ostankinskaya-bashnya-smotrovaya-ploschadka,viewpoint,true
editorial-msk-centralnyj-detskij-magazin-smotrovaya-ploschadka,viewpoint,true
editorial-msk-sofijskaya-naberezhnaya-vid-na-kreml,viewpoint,true
editorial-msk-andreevskij-most-peshehodnaya-galereya,viewpoint,true
editorial-msk-krymskij-most-peshehodnaya-chast,viewpoint,true
editorial-msk-zhivopisnyj-most-smotrovaya-tochka,viewpoint,true
editorial-msk-most-bogdana-hmelnickogo,viewpoint,true
editorial-msk-sandunovskie-bani,bathhouse,true
editorial-msk-voroncovskie-bani,bathhouse,true
editorial-msk-varshavskie-bani,bathhouse,true
editorial-msk-krasnopresnenskie-bani,bathhouse,true
editorial-msk-rzhevskie-bani,bathhouse,true
editorial-msk-seleznevskie-bani,bathhouse,true
editorial-msk-bannyj-kompleks-zhar-ptica,bathhouse,true
editorial-msk-skalodrom-limestone,activity,true
editorial-msk-skalodrom-boulder-town,activity,true
editorial-msk-antikafe-ciferblat-na-tverskoj,activity,true
